idImpianto;descCarburante;prezzo;isSelf;mese;giorno
44517;Metano;0.9590000000000001;0;3;1
44517;GNL;0.909;0;3;1
7277;Metano;0.899;0;3;1
27284;GPL;0.639;0;3;1
33875;Benzina;1.589;0;3;1
33875;Gasolio;1.489;0;3;1
32114;Metano;1.015;0;3;1
28937;Metano;0.9790000000000001;0;3;1
11263;Benzina;1.7690000000000001;0;3;1
11263;Gasolio;1.659;0;3;1
11263;Benzina;1.599;1;3;1
11263;Gasolio;1.489;1;3;1
11263;Blue Diesel;1.589;1;3;1
11263;Blue Diesel;1.7590000000000001;0;3;1
20459;Benzina;1.7590000000000001;0;3;1
20459;Gasolio;1.649;0;3;1
20459;Benzina;1.589;1;3;1
20459;Gasolio;1.479;1;3;1
20459;Blue Diesel;1.579;1;3;1
20459;Blue Diesel;1.749;0;3;1
21040;Excellium Diesel;1.0;0;3;1
29741;Gasolio;1.419;1;3;1
29741;Benzina;1.5290000000000001;1;3;1
5304;Benzina;1.598;0;3;1
5304;Gasolio;1.5430000000000001;0;3;1
38842;Benzina;1.5490000000000002;1;3;1
38842;Benzina;1.739;0;3;1
38842;Gasolio;1.629;0;3;1
38842;Gasolio;1.439;1;3;1
5678;Benzina;1.758;0;3;1
5678;Gasolio Premium;1.768;0;3;1
5678;Gasolio;1.6380000000000001;0;3;1
5678;Benzina;1.5659999999999998;1;3;1
5678;Gasolio;1.446;1;3;1
5678;Gasolio Premium;1.5759999999999998;1;3;1
25500;Benzina;1.5590000000000002;1;3;1
25500;Gasolio;1.449;1;3;1
25500;Benzina;1.5590000000000002;0;3;1
25500;Gasolio;1.449;0;3;1
45380;Gasolio;1.649;0;3;1
13002;Hi-Q Diesel;1.999;0;3;1
30327;Gasolio Premium;1.8090000000000002;0;3;1
30327;Gasolio;1.679;0;3;1
30327;Gasolio;1.489;1;3;1
30327;Gasolio Premium;1.619;1;3;1
8992;Blue Diesel;1.609;1;3;1
8992;Benzina;1.5590000000000002;1;3;1
8992;GPL;0.539;0;3;1
8992;Blue Diesel;1.669;0;3;1
8992;Gasolio;1.479;1;3;1
8992;Gasolio;1.579;0;3;1
8992;Benzina;1.663;0;3;1
13002;Gasolio;1.749;0;3;1
13002;Gasolio;1.479;1;3;1
30327;Benzina;1.7890000000000001;0;3;1
30327;Benzina;1.599;1;3;1
46293;Supreme Diesel;1.7890000000000001;0;3;1
46293;Gasolio;1.689;0;3;1
46293;Benzina;1.814;0;3;1
34018;Benzina speciale;1.7990000000000002;0;3;1
11837;Gasolio;1.459;1;3;1
37998;Benzina;1.6740000000000002;1;3;1
37998;Gasolio;1.574;0;3;1
37998;Gasolio;1.574;1;3;1
37998;Benzina;1.6740000000000002;0;3;1
45383;Gasolio;1.649;0;3;1
35113;Benzina;1.619;1;3;1
35113;GPL;0.65;0;3;1
35113;Gasolio;1.5190000000000001;1;3;1
35113;Excellium Diesel;1.7990000000000002;0;3;1
35113;Excellium Diesel;1.599;1;3;1
35113;Gasolio;1.719;0;3;1
35113;Benzina;1.819;0;3;1
13002;Benzina;1.859;0;3;1
13002;Benzina;1.589;1;3;1
29950;GPL;0.679;0;3;1
7165;Gasolio;1.8090000000000002;0;3;1
7165;Gasolio;1.5090000000000001;1;3;1
13002;Hi-Q Diesel;1.7790000000000001;1;3;1
7165;Benzina;1.599;1;3;1
7165;Benzina;1.899;0;3;1
45069;Blue Super;1.909;0;3;1
46917;Hi-Q Diesel;1.999;0;3;1
14453;Hi-Q Diesel;1.829;1;3;1
14453;Hi-Q Diesel;1.999;0;3;1
37708;Benzina;1.599;0;3;1
37708;Gasolio;1.5190000000000001;0;3;1
10450;Benzina;1.719;0;3;1
10450;Gasolio;1.689;0;3;1
6051;GPL;0.669;0;3;1
45380;Benzina;1.7590000000000001;0;3;1
10850;GPL;0.659;0;3;1
27544;Benzina;1.7790000000000001;0;3;1
27544;Gasolio Premium;1.8090000000000002;0;3;1
27544;Gasolio;1.679;0;3;1
27544;Benzina;1.589;1;3;1
27544;Gasolio;1.489;1;3;1
27544;Gasolio Premium;1.619;1;3;1
34758;GPL;0.6890000000000001;0;3;1
21040;Benzina;1.683;0;3;1
21040;Gasolio;1.62;0;3;1
45383;Benzina;1.749;0;3;1
42824;GPL;0.649;0;3;1
20179;Benzina;1.839;0;3;1
20179;Gasolio;1.7690000000000001;0;3;1
20179;Excellium Diesel;1.849;0;3;1
20179;Benzina;1.5390000000000001;1;3;1
20179;Excellium Diesel;1.5490000000000002;1;3;1
20179;Gasolio;1.469;1;3;1
14190;GPL;0.574;0;3;1
8387;Gasolio;1.449;1;3;1
19353;Hi-Q Diesel;1.7990000000000002;0;3;1
10320;Benzina;1.5590000000000002;1;3;1
5636;Gasolio;1.469;1;3;1
5636;Hi-Q Diesel;1.869;0;3;1
5636;Gasolio;1.619;0;3;1
5636;Hi-Q Diesel;1.7690000000000001;1;3;1
22668;GPL;0.669;0;3;1
14453;Benzina;1.739;0;3;1
14453;Benzina;1.5590000000000002;1;3;1
15131;Benzina;1.619;1;3;1
15131;Gasolio;1.5390000000000001;0;3;1
15131;Gasolio;1.5390000000000001;1;3;1
15131;Benzina;1.619;0;3;1
47212;Gasolio Artico;1.439;0;3;1
47212;Benzina;1.5290000000000001;0;3;1
47212;Gasolio;1.439;0;3;1
6115;Benzina;1.599;1;3;1
6115;Gasolio;1.499;0;3;1
6115;Gasolio;1.499;1;3;1
6115;Benzina;1.599;0;3;1
23259;Benzina;1.599;1;3;1
23259;Gasolio;1.499;0;3;1
23259;Gasolio;1.499;1;3;1
23259;Benzina;1.599;0;3;1
4399;Benzina;1.599;1;3;1
4399;Gasolio;1.499;0;3;1
4399;Gasolio;1.499;1;3;1
4399;Benzina;1.599;0;3;1
25385;Gasolio;1.469;0;3;1
25385;Gasolio;1.469;1;3;1
20022;Benzina;1.5390000000000001;1;3;1
20022;Gasolio;1.599;0;3;1
20022;Gasolio;1.449;1;3;1
20022;Benzina;1.689;0;3;1
3808;Blue Super;2.035;0;3;1
3808;Gasolio;1.5390000000000001;1;3;1
3808;Blue Diesel;1.639;1;3;1
3808;Benzina;1.635;1;3;1
3808;Gasolio;1.7890000000000001;0;3;1
3808;Blue Diesel;1.889;0;3;1
3808;Benzina;1.885;0;3;1
3808;Blue Super;1.785;1;3;1
42980;Benzina;1.7890000000000001;0;3;1
42980;Gasolio;1.689;0;3;1
42980;Benzina;1.589;1;3;1
42980;Gasolio;1.489;1;3;1
24292;Metano;1.034;0;3;1
20559;Benzina WR 100;1.869;1;3;1
9990;Benzina WR 100;1.949;0;3;1
9990;Benzina WR 100;1.859;1;3;1
9456;Benzina WR 100;1.869;1;3;1
8239;GPL;0.639;0;3;1
22605;Benzina WR 100;1.819;1;3;1
46293;Benzina;1.547;1;3;1
46293;GPL;0.635;0;3;1
46293;Gasolio;1.4569999999999999;1;3;1
46293;Supreme Diesel;1.557;1;3;1
38935;Gasolio;1.8769999999999998;0;3;1
38935;Benzina;1.94;0;3;1
18789;Benzina;1.839;0;3;1
18789;Gasolio;1.749;0;3;1
18789;Excellium Diesel;1.829;0;3;1
18789;Benzina;1.5390000000000001;1;3;1
18789;Excellium Diesel;1.5290000000000001;1;3;1
18789;Gasolio;1.449;1;3;1
28937;Benzina WR 100;1.869;1;3;1
6432;GPL;0.579;0;3;1
29043;Blue Diesel;1.7590000000000001;1;3;1
29043;Benzina;1.749;1;3;1
29043;Blue Super;1.899;1;3;1
14272;Benzina;1.58;1;3;1
14272;Gasolio;1.867;0;3;1
14272;Gasolio;1.4869999999999999;1;3;1
14272;Benzina;1.93;0;3;1
24545;GPL;0.609;0;3;1
28719;Benzina;1.5190000000000001;1;3;1
5636;GPL;0.609;0;3;1
5304;Benzina;1.63;1;3;1
5304;Gasolio;1.567;1;3;1
14095;Benzina;1.619;1;3;1
14095;Gasolio;1.5390000000000001;0;3;1
14095;Gasolio;1.5390000000000001;1;3;1
14095;Benzina;1.619;0;3;1
7811;Hi-Q Diesel;1.749;1;3;1
17009;Excellium Diesel;1.767;0;3;1
17009;Benzina;1.75;0;3;1
17009;Gasolio;1.6869999999999998;0;3;1
7114;Benzina;1.5290000000000001;1;3;1
7999;Gasolio;1.429;1;3;1
7999;Benzina;1.5190000000000001;1;3;1
7608;Blue Super;1.699;1;3;1
21100;Benzina;1.5390000000000001;0;3;1
21100;Benzina;1.5390000000000001;1;3;1
34942;Gasolio;1.6440000000000001;0;3;1
34942;Benzina;1.544;1;3;1
34942;Blue Diesel;1.554;1;3;1
34942;Gasolio;1.454;1;3;1
34942;Blue Super;1.8840000000000001;0;3;1
34942;Blue Diesel;1.744;0;3;1
34942;Blue Super;1.694;1;3;1
34942;Benzina;1.734;0;3;1
45383;Benzina;1.5590000000000002;1;3;1
45383;Gasolio;1.469;1;3;1
17701;Benzina;1.5190000000000001;1;3;1
17701;Gasolio;1.8769999999999998;0;3;1
17701;Gasolio;1.429;1;3;1
17701;Benzina;1.94;0;3;1
47249;Benzina;1.849;0;3;1
47249;Gasolio;1.7590000000000001;0;3;1
47249;Benzina;1.5490000000000002;1;3;1
47249;Excellium Diesel;1.7590000000000001;0;3;1
47249;Gasolio;1.459;1;3;1
47249;Excellium Diesel;1.459;1;3;1
42980;Gasolio Oro Diesel;1.689;0;3;1
42980;Gasolio Oro Diesel;1.489;1;3;1
38696;Hi-Q Diesel;1.7690000000000001;1;3;1
38696;Gasolio;1.669;0;3;1
38696;Gasolio;1.469;1;3;1
38696;Hi-Q Diesel;1.919;0;3;1
21882;GPL;0.649;0;3;1
44517;GPL;0.599;0;3;1
21100;Gasolio Premium;1.589;0;3;1
21100;Gasolio;1.439;0;3;1
21100;Gasolio;1.439;1;3;1
21100;Gasolio Premium;1.589;1;3;1
8387;Benzina;1.5590000000000002;1;3;1
7242;Excellium Diesel;1.7790000000000001;0;3;1
7242;Benzina;1.7790000000000001;0;3;1
7242;Gasolio;1.699;0;3;1
46083;Benzina;1.669;0;3;1
46083;Gasolio;1.579;0;3;1
46083;Benzina;1.5190000000000001;1;3;1
46083;Excellium Diesel;1.659;0;3;1
46083;Gasolio;1.429;1;3;1
46083;Excellium Diesel;1.5090000000000001;1;3;1
4730;Benzina;1.489;1;3;1
4730;Gasolio;1.389;1;3;1
38935;Gasolio;1.409;1;3;1
42765;Benzina;1.709;0;3;1
42765;Gasolio;1.609;0;3;1
42765;Benzina;1.5590000000000002;1;3;1
42765;Excellium Diesel;1.689;0;3;1
42765;Gasolio;1.459;1;3;1
42765;Excellium Diesel;1.5390000000000001;1;3;1
10008;Excellium Diesel;1.419;0;3;1
10008;Benzina;1.5190000000000001;0;3;1
10008;Gasolio;1.419;0;3;1
7999;Gasolio;1.579;0;3;1
7999;Benzina;1.669;0;3;1
28719;Gasolio;1.399;1;3;1
22981;Benzina;1.5390000000000001;1;3;1
23111;Benzina;1.589;1;3;1
23111;Gasolio;1.5290000000000001;0;3;1
23111;Gasolio;1.5290000000000001;1;3;1
23111;Benzina;1.589;0;3;1
32759;Benzina;1.579;1;3;1
28307;Benzina;1.489;1;3;1
28307;Gasolio;1.389;1;3;1
28307;Excellium Diesel;1.5390000000000001;0;3;1
28307;Excellium Diesel;1.389;1;3;1
28307;Gasolio;1.5390000000000001;0;3;1
28307;Benzina;1.639;0;3;1
47199;Benzina;1.719;0;3;1
47199;Gasolio;1.629;0;3;1
47199;Supreme Diesel;1.7790000000000001;0;3;1
47199;Benzina;1.5290000000000001;1;3;1
47199;Supreme Diesel;1.589;1;3;1
47199;Gasolio;1.439;1;3;1
10320;Excellium Diesel;1.439;1;3;1
10320;Gasolio;1.439;1;3;1
29435;Benzina;1.7069999999999999;0;3;1
29435;Gasolio;1.626;0;3;1
46375;Gasolio;1.3980000000000001;1;3;1
10850;Benzina;1.639;1;3;1
10850;Gasolio;1.499;1;3;1
10850;Excellium Diesel;1.499;0;3;1
10850;Excellium Diesel;1.499;1;3;1
10850;Gasolio;1.499;0;3;1
10850;Benzina;1.639;0;3;1
9755;Benzina;1.5190000000000001;1;3;1
9755;Gasolio;1.419;0;3;1
9755;Gasolio;1.419;1;3;1
9755;Benzina;1.5190000000000001;0;3;1
29921;Benzina;1.489;1;3;1
14948;Benzina;1.5390000000000001;0;3;1
14948;Gasolio;1.439;0;3;1
32462;Benzina;1.569;1;3;1
22668;Benzina;1.5590000000000002;1;3;1
22668;Benzina;1.5590000000000002;0;3;1
43540;Gasolio;1.6580000000000001;0;3;1
43540;Supreme Diesel;1.609;0;3;1
43540;Supreme Diesel;1.608;1;3;1
43540;Gasolio;1.459;1;3;1
28307;GPL;0.584;0;3;1
11211;GPL;0.619;0;3;1
42138;Gasolio;1.3880000000000001;1;3;1
7752;Gasolio;1.439;1;3;1
7608;Blue Diesel;1.569;1;3;1
38135;Gasolio Premium;1.7690000000000001;0;3;1
38135;Gasolio;1.619;0;3;1
38135;Gasolio;1.429;1;3;1
38135;Gasolio Premium;1.579;1;3;1
19353;Benzina;1.579;0;3;1
19353;Gasolio;1.479;0;3;1
46375;Benzina;1.518;1;3;1
46585;GPL;0.569;0;3;1
38079;GPL;0.609;0;3;1
15106;Excellium Diesel;1.558;0;3;1
15106;Benzina;1.621;0;3;1
15106;Gasolio;1.558;0;3;1
38079;Benzina;1.5290000000000001;0;3;1
38079;Gasolio;1.429;0;3;1
22380;Benzina;1.5190000000000001;0;3;1
22380;Benzina;1.5190000000000001;1;3;1
32972;Benzina;1.569;0;3;1
32972;Benzina;1.569;1;3;1
32972;Gasolio;1.469;0;3;1
32972;Gasolio;1.469;1;3;1
16782;Benzina;1.639;0;3;1
16782;Gasolio;1.5390000000000001;0;3;1
16782;Excellium Diesel;1.619;0;3;1
16782;Benzina;1.5390000000000001;1;3;1
16782;Excellium Diesel;1.5190000000000001;1;3;1
16782;Gasolio;1.439;1;3;1
34018;Benzina;1.599;0;3;1
43587;Benzina;1.709;0;3;1
43587;Benzina;1.5190000000000001;1;3;1
35042;Blu Diesel Alpino;1.5590000000000002;1;3;1
35042;Blu Diesel Alpino;1.749;0;3;1
26065;Gasolio;1.5390000000000001;0;3;1
26065;Gasolio;1.5390000000000001;1;3;1
26065;Gasolio Speciale;1.5390000000000001;1;3;1
26065;Gasolio Speciale;1.5390000000000001;0;3;1
45122;Gasolio;1.449;1;3;1
45122;Benzina;1.5590000000000002;1;3;1
25385;Benzina;1.569;1;3;1
25385;Benzina;1.569;0;3;1
35840;Gasolio;1.709;0;3;1
35840;Excellium Diesel;1.709;0;3;1
35840;Excellium Diesel;1.409;1;3;1
35840;Gasolio;1.409;1;3;1
45380;Benzina;1.5490000000000002;1;3;1
45380;Gasolio;1.449;1;3;1
33344;Benzina;1.645;0;3;1
33344;Gasolio;1.54;0;3;1
7811;Benzina;1.5290000000000001;1;3;1
7811;Gasolio;1.429;1;3;1
37759;Benzina;1.709;0;3;1
37759;Benzina;1.5190000000000001;1;3;1
37257;Benzina;1.63;1;3;1
37257;Gasolio;1.567;0;3;1
37257;Gasolio;1.567;1;3;1
37257;Benzina;1.63;0;3;1
20162;Benzina;1.5090000000000001;1;3;1
20162;Benzina;1.699;0;3;1
10320;Benzina;1.7590000000000001;0;3;1
10320;Gasolio;1.639;0;3;1
10320;Excellium Diesel;1.639;0;3;1
11211;Benzina;1.5490000000000002;1;3;1
11211;Gasolio;1.429;1;3;1
11211;Excellium Diesel;1.7590000000000001;0;3;1
11211;Excellium Diesel;1.5090000000000001;1;3;1
11211;Gasolio;1.679;0;3;1
11211;Benzina;1.7990000000000002;0;3;1
40814;Gasolio;1.499;1;3;1
15439;Benzina;1.5390000000000001;1;3;1
15439;Excellium Diesel;1.429;1;3;1
15439;Gasolio;1.429;1;3;1
14190;Benzina;1.569;1;3;1
14190;Gasolio;1.469;1;3;1
38814;Benzina;1.599;1;3;1
38814;Gasolio;1.5190000000000001;0;3;1
38814;Gasolio;1.5190000000000001;1;3;1
38814;Benzina;1.599;0;3;1
47340;Benzina;1.609;0;3;1
47340;Gasolio artico;1.5190000000000001;0;3;1
47340;Gasolio;1.5190000000000001;0;3;1
22380;Gasolio;1.419;0;3;1
34745;Benzina;1.579;0;3;1
22380;Gasolio;1.419;1;3;1
34745;Benzina;1.579;1;3;1
35995;Gasolio;1.5090000000000001;0;3;1
35995;Gasolio;1.5090000000000001;1;3;1
46917;Hi-Q Diesel;1.7790000000000001;1;3;1
46917;Benzina;1.839;0;3;1
46917;Gasolio;1.719;0;3;1
46917;Benzina;1.569;1;3;1
46917;Gasolio;1.449;1;3;1
46271;Gasolio;1.449;0;3;1
46271;Gasolio;1.449;1;3;1
12872;Benzina;1.749;0;3;1
12872;Gasolio;1.649;0;3;1
12872;Benzina;1.5590000000000002;1;3;1
12872;Gasolio;1.459;1;3;1
12872;Blue Diesel;1.5590000000000002;1;3;1
12872;Blue Diesel;1.749;0;3;1
21486;Benzina;1.695;1;3;1
21486;Gasolio;1.63;0;3;1
21486;Gasolio;1.63;1;3;1
21486;Benzina;1.695;0;3;1
32759;Gasolio;1.459;1;3;1
36259;Gasolio;1.479;1;3;1
11220;Benzina;1.5490000000000002;0;3;1
11220;Gasolio;1.469;0;3;1
4730;GPL;0.58;0;3;1
32462;Gasolio;1.459;1;3;1
43540;Benzina;1.768;0;3;1
43540;Benzina;1.569;1;3;1
32325;Benzina;1.578;1;3;1
32325;Gasolio;1.4580000000000002;1;3;1
29922;Benzina;1.479;1;3;1
9950;Gasolio;1.5190000000000001;0;3;1
9950;Gasolio;1.5190000000000001;1;3;1
43616;Benzina;1.699;0;3;1
43616;Gasolio;1.599;0;3;1
43616;Benzina;1.699;1;3;1
43616;Gasolio Oro Diesel;1.699;0;3;1
43616;Gasolio;1.599;1;3;1
43616;Gasolio Oro Diesel;1.699;1;3;1
15800;Gasolio;1.449;1;3;1
15800;Benzina;1.5590000000000002;1;3;1
30876;GPL;0.598;0;3;1
43459;Benzina;1.7590000000000001;0;3;1
43459;Gasolio;1.649;0;3;1
43459;Benzina;1.5590000000000002;1;3;1
43459;Gasolio;1.449;1;3;1
43459;Blue Diesel;1.5490000000000002;1;3;1
43459;Blue Diesel;1.749;0;3;1
5636;Benzina;1.579;1;3;1
5636;Benzina;1.719;0;3;1
42799;Benzina;1.5490000000000002;1;3;1
42799;Gasolio;1.449;1;3;1
45886;Benzina;1.739;0;3;1
45886;Gasolio;1.629;0;3;1
45886;Benzina;1.5490000000000002;1;3;1
45886;Gasolio;1.439;1;3;1
45886;Blue Diesel;1.5390000000000001;1;3;1
45886;Blue Diesel;1.729;0;3;1
18309;Gasolio;1.597;0;3;1
18309;Gasolio;1.4269999999999998;1;3;1
35995;Benzina;1.619;1;3;1
35995;Benzina;1.619;0;3;1
38135;Benzina;1.719;0;3;1
38135;Benzina;1.5290000000000001;1;3;1
11978;Benzina;1.5490000000000002;1;3;1
11978;Blue Diesel;1.5590000000000002;1;3;1
11978;Blue Super;1.699;1;3;1
11978;Gasolio;1.459;1;3;1
14347;Benzina;1.739;0;3;1
14347;Benzina;1.5490000000000002;1;3;1
14347;Gasolio;1.659;0;3;1
14347;Gasolio;1.469;1;3;1
14347;Blue Diesel;1.7590000000000001;0;3;1
14347;Blue Diesel;1.569;1;3;1
24292;Benzina;1.818;0;3;1
24292;Blue Diesel;1.7819999999999998;0;3;1
24292;Benzina;1.6769999999999998;1;3;1
24292;Gasolio;1.5819999999999999;1;3;1
24292;Blue Super;1.827;1;3;1
24292;Blue Diesel;1.682;1;3;1
24292;Gasolio;1.722;0;3;1
24292;Blue Super;1.827;0;3;1
10582;Benzina;1.719;0;3;1
10582;Blue Diesel;1.739;0;3;1
10582;Benzina;1.5390000000000001;1;3;1
10582;Gasolio;1.449;1;3;1
10582;Gasolio Alpino;1.449;1;3;1
10582;Blue Super;1.689;1;3;1
10582;Blue Diesel;1.5490000000000002;1;3;1
10582;Gasolio;1.639;0;3;1
10582;Gasolio Alpino;1.639;0;3;1
10582;Blue Super;1.869;0;3;1
33445;Benzina;1.525;1;3;1
24181;Gasolio;1.419;1;3;1
24181;Benzina;1.5290000000000001;1;3;1
40814;Benzina;1.579;1;3;1
12717;Benzina;1.5290000000000001;1;3;1
12717;Gasolio;1.619;0;3;1
12717;Gasolio;1.429;1;3;1
12717;Benzina;1.719;0;3;1
9990;Gasolio;1.619;0;3;1
9990;Gasolio;1.399;1;3;1
38847;Blu Diesel Alpino;1.739;0;3;1
38847;Gasolio Alpino;1.449;1;3;1
38847;Benzina;1.5390000000000001;1;3;1
38847;Blue Super;1.879;0;3;1
38847;Blue Super;1.689;1;3;1
38847;Blu Diesel Alpino;1.5490000000000002;1;3;1
38847;Gasolio Alpino;1.639;0;3;1
38847;Benzina;1.729;0;3;1
13023;Gasolio;1.659;0;3;1
13023;Benzina;1.569;1;3;1
13023;Blue Diesel;1.5590000000000002;1;3;1
13023;Gasolio;1.459;1;3;1
13023;Blue Super;1.919;0;3;1
13023;Blue Diesel;1.7590000000000001;0;3;1
13023;Blue Super;1.719;1;3;1
13023;Benzina;1.7690000000000001;0;3;1
22687;GPL;0.509;0;3;1
32212;Benzina;1.489;1;3;1
32212;Gasolio;1.379;0;3;1
32212;Gasolio;1.379;1;3;1
32212;Benzina;1.489;0;3;1
46585;Gasolio;1.3980000000000001;1;3;1
46585;Gasolio;1.5190000000000001;0;3;1
46585;Diesel e+10;1.5490000000000002;1;3;1
46585;Benzina;1.643;0;3;1
46585;R100;1.733;1;3;1
46585;R100;1.7930000000000001;0;3;1
46585;Diesel e+10;1.609;0;3;1
34745;Gasolio;1.459;0;3;1
34745;Gasolio;1.459;1;3;1
13332;Gasolio;1.669;0;3;1
13332;Gasolio;1.469;1;3;1
13332;Blue Diesel;1.569;1;3;1
13332;Blue Diesel;1.7690000000000001;0;3;1
7608;Gasolio Alpino;1.459;1;3;1
7608;Gasolio;1.4469999999999998;1;3;1
7608;Benzina;1.5390000000000001;1;3;1
45620;Gasolio;1.639;0;3;1
45620;Benzina;1.5490000000000002;1;3;1
45620;Blue Diesel;1.5490000000000002;1;3;1
45620;Gasolio;1.449;1;3;1
45620;Blue Super;1.889;0;3;1
45620;Blue Diesel;1.739;0;3;1
45620;Blue Super;1.699;1;3;1
45620;Benzina;1.739;0;3;1
42474;Benzina;1.575;1;3;1
42474;Gasolio;1.52;0;3;1
42474;Gasolio;1.52;1;3;1
42474;Benzina;1.575;0;3;1
9950;Benzina;1.589;1;3;1
9950;Benzina;1.589;0;3;1
38856;Blu Diesel Alpino;1.739;0;3;1
38856;Gasolio Alpino;1.449;1;3;1
38856;Benzina;1.5490000000000002;1;3;1
38856;Blue Super;1.889;0;3;1
38856;Blue Super;1.699;1;3;1
38856;Blu Diesel Alpino;1.5490000000000002;1;3;1
38856;Gasolio Alpino;1.639;0;3;1
38856;Benzina;1.739;0;3;1
20162;Gasolio;1.579;0;3;1
20162;Gasolio;1.389;1;3;1
24973;Gasolio;1.649;0;3;1
24973;Benzina;1.5490000000000002;1;3;1
24973;Blue Diesel;1.5590000000000002;1;3;1
24973;Gasolio;1.459;1;3;1
24973;Blue Super;1.889;0;3;1
24973;Blue Diesel;1.749;0;3;1
24973;Blue Super;1.699;1;3;1
24973;Benzina;1.739;0;3;1
34018;Gasolio speciale;1.579;0;3;1
34018;Gasolio;1.5190000000000001;0;3;1
24292;GPL;0.664;0;3;1
24428;GPL;0.569;0;3;1
35042;Blue Super;1.699;1;3;1
35042;Gasolio Alpino;1.449;1;3;1
35042;Gasolio Alpino;1.639;0;3;1
