PMID	title	date	location	doi
26851778	Evaluation of antiviral activities of Houttuynia cordata Thunb. extract,quercetin, quercetrin and cinanserin on murine coronavirus and dengue virusinfection.	2016 Jan	India	10.1016/j.apjtm.2015.12.002
26851269	Estimating the Severity and Subclinical Burden of Middle East RespiratorySyndrome Coronavirus Infection in the Kingdom of Saudi Arabia.	2016 Apr 1	United States	10.1093/aje/kwv452
26850532	Therapeutic effect of anti-feline TNF-alpha monoclonal antibody for felineinfectious peritonitis.	2016 Feb	England	10.1016/j.rvsc.2015.11.005
26849644	Estimation of the Basic Reproductive Number and Mean Serial Interval of a NovelPathogen in a Small, Well-Observed Discrete Population.	2016	United States	10.1371/journal.pone.0148061
26848513	Drivers of MERS-CoV transmission: what do we know?	2016	England	10.1586/17476348.2016.1150784
26847650	Molecular mechanisms of coronavirus RNA capping and methylation.	2016 Feb	China	10.1007/s12250-016-3726-4
26847648	Detection and characterization of diverse alpha- and betacoronaviruses from batsin China.	2016 Feb	China	10.1007/s12250-016-3727-3
26847480	Healthcare Workers Emotions, Perceived Stressors and Coping Strategies During aMERS-CoV Outbreak.	2016 Mar	United States	10.3121/cmr.2016.1303
26845442	The spectrum of respiratory pathogens among returning Hajj pilgrims: myths andreality.	2016 Jun	Canada	10.1016/j.ijid.2016.01.013
26841881	Ethical Perspectives on the Middle East Respiratory Syndrome Coronavirus Epidemicin Korea.	2016 Jan	Korea (South)	10.3961/jpmph.16.013
26841880	Legal Issues in Quarantine and Isolation for Control of Emerging InfectiousDiseases.	2016 Jan	Korea (South)	10.3961/jpmph.16.009
26841768	Pathogenesis comparison between the United States porcine epidemic diarrhoeavirus prototype and S-INDEL-variant strains in conventional neonatal piglets.	2016 May	England	10.1099/jgv.0.000419
26839489	Isolation of Middle East Respiratory Syndrome Coronavirus from a Patient of the2015 Korean Outbreak.	2016 Feb	Korea (South)	10.3346/jkms.2016.31.2.315
26837896	Immunogenicity of transmissible gastroenteritis virus (TGEV) M gene delivered byattenuated Salmonella typhimurium in mice.	2016 Apr	United States	10.1007/s11262-016-1296-z
26837158	[Infections with the MERS coronavirus--for the present no threat to Europe].	2015 Dec	Germany	
26833249	Molecular characterization of human coronaviruses and their circulation dynamicsin Kenya, 2009-2012.	2016 Feb 1	England	10.1186/s12985-016-0474-x
26828465	3B11-N, a monoclonal antibody against MERS-CoV, reduces lung pathology in rhesusmonkeys following intratracheal inoculation of MERS-CoV Jordan-n3/2012.	2016 Mar	United States	10.1016/j.virol.2016.01.004
26827373	Feed tote bags implicated in pig disease spread.	2015 Nov 15	United States	
26826951	Cross host transmission in the emergence of MERS coronavirus.	2016 Feb	Netherlands	10.1016/j.coviro.2016.01.004
26826080	Risk factors for severity and mortality in patients with MERS-CoV: Analysis ofpublicly available data from Saudi Arabia.	2016 Feb	China	10.1007/s12250-015-3679-z
26826078	Two-tube multiplex real-time reverse transcription PCR to detect six humancoronaviruses.	2016 Feb	China	10.1007/s12250-015-3653-9
26822958	Experimental feline enteric coronavirus infection reveals an aberrant infectionpattern and shedding of mutants with impaired infectivity in enterocyte cultures.	2016 Jan 29	England	10.1038/srep20022
26822375	Prevalence and risk factors for viral exposure in rural dogs around protectedareas of the Atlantic forest.	2016 Jan 28	England	10.1186/s12917-016-0646-3
26822119	Detection of infectious bronchitis virus strains similar to Japan in Taiwan.	2016 Jun 1	Japan	10.1292/jvms.15-0609
26819139	RNA sequencing-based analysis of the spleen transcriptome following infectiousbronchitis virus infection of chickens selected for different mannose-bindinglectin serum concentrations.	2016 Jan 27	England	10.1186/s12864-016-2403-1
26818469	Efficacy of an Automated Multiple Emitter Whole-Room Ultraviolet-C DisinfectionSystem Against Coronaviruses MHV and MERS-CoV.	2016 May	United States	10.1017/ice.2015.348
26814649	Microevolution of Outbreak-Associated Middle East Respiratory SyndromeCoronavirus, South Korea, 2015.	2016 Feb	United States	10.3201/eid2202.151700
26810660	Camel exposure and knowledge about MERS-CoV among Australian Hajj pilgrims in2014.	2016 Feb	China	10.1007/s12250-015-3669-1
26808527	Genomic Motifs as a Novel Indicator of the Relationship between Strains Isolatedfrom the Epidemic of Porcine Epidemic Diarrhea in 2013-2014.	2016	United States	10.1371/journal.pone.0147994
26806115	New Potent SARS-CoV 3C-Like Protease Inhibitors Derived fromThieno[2,3-d]-pyrimidine Derivatives.	2016 Mar	Germany	10.1002/ardp.201500407
26802454	Comparison between dot-immunoblotting assay and clinical sign determinationmethod for quantifying avian infectious bronchitis virus vaccine by titration inembryonated eggs.	2016 Apr	Netherlands	10.1016/j.jviromet.2016.01.008
26801988	Surface vimentin is critical for the cell entry of SARS-CoV.	2016 Jan 22	England	10.1186/s12929-016-0234-7
26801789	Molecular characterization of the spike and ORF3 genes of porcine epidemicdiarrhea virus in the Philippines.	2016 May	Austria	10.1007/s00705-016-2758-2
26801151	Incidence and Clinical Course of Respiratory Viral Coinfections in Children Aged0-59 Months.	2016	United States	10.1007/5584_2015_185
26798560	Elements of successful management of an imported Middle East respiratory syndromecase in Guangdong, China.	2015 Oct-Dec	Philippines	10.5365/WPSAR.2015.6.4.001
26798230	Middle East Respiratory Syndrome-Coronavirus Infection: A Case Report of SerialComputed Tomographic Findings in a Young Male Patient.	2016 Jan-Feb	Korea (South)	10.3348/kjr.2016.17.1.166
26797583	Myocarditis caused by Feline Immunodeficiency Virus in Five Cats withHypertrophic Cardiomyopathy.	2016 Jan	England	10.1016/j.jcpa.2015.10.180
26795429	CXCL13 promotes isotype-switched B cell accumulation to the central nervoussystem during viral encephalomyelitis.	2016 May	Netherlands	10.1016/j.bbi.2016.01.016
26792741	Extensive Positive Selection Drives the Evolution of Nonstructural Proteins inLineage C Betacoronaviruses.	2016 Jan 20	United States	10.1128/JVI.02988-15
26792687	Isolation in real life: lessons from MERS-CoV in Thailand.	2016 Mar	England	10.1016/j.jhin.2015.11.004
26791756	Middle East respiratory syndrome coronavirus: a comprehensive review.	2016 Jun	China	10.1007/s11684-016-0430-6
26790002	Middle East Respiratory Syndrome Coronavirus Intra-Host Populations AreCharacterized by Numerous High Frequency Variants.	2016	United States	10.1371/journal.pone.0146251
26788414	Middle East Respiratory Syndrome Infection Control and Prevention Guideline forHealthcare Facilities.	2015 Dec	Korea (South)	10.3947/ic.2015.47.4.278
26788409	Viral Shedding and Environmental Cleaning in Middle East Respiratory SyndromeCoronavirus Infection.	2015 Dec	Korea (South)	10.3947/ic.2015.47.4.252
26788408	The Same Middle East Respiratory Syndrome-Coronavirus (MERS-CoV) yet DifferentOutbreak Patterns and Public Health Impacts on the Far East Expert Opinion fromthe Rapid Response Team of the Republic of Korea.	2015 Dec	Korea (South)	10.3947/ic.2015.47.4.247
26787293	Comparison of real-time reverse transcriptase polymerase chain reaction ofperipheral blood mononuclear cells, serum and cell-free body cavity effusion forthe diagnosis of feline infectious peritonitis.	2017 Apr	England	10.1177/1098612X15625354
26786772	A molecular arms race between host innate antiviral response and emerging humancoronaviruses.	2016 Feb	China	10.1007/s12250-015-3683-3
26785737	Pseudotyping Viral Vectors With Emerging Virus Envelope Proteins.	2016	United Arab Emirates	10.2174/1566523216666160119093948
26782122	The roles of transportation and transportation hubs in the propagation ofinfluenza and coronaviruses: a systematic review.	2016 Jan	England	10.1093/jtm/tav002
26781223	Hajj-associated viral respiratory infections: A systematic review.	2016 Mar-Apr	Netherlands	10.1016/j.tmaid.2015.12.008
26775034	Deciphering MERS-CoV Evolution in Dromedary Camels.	2016 Feb	England	10.1016/j.tim.2015.12.013
26773605	Clinical and epidemiological features of respiratory virus infections inpreschool children over two consecutive influenza seasons in southern Brazil.	2016 Aug	United States	10.1002/jmv.24477
26773474	Another emerging disease: Swine Enteric Coronaviruses.	2016 Jan 1	Netherlands	10.1016/j.prevetmed.2015.12.001
26773386	Suppression of type I interferon production by porcine epidemic diarrhea virusand degradation of CREB-binding protein by nsp1.	2016 Feb	United States	10.1016/j.virol.2015.12.010
26773148	Inducible Expression of CXCL1 within the Central Nervous System AmplifiesViral-Induced Demyelination.	2016 Feb 15	United States	10.4049/jimmunol.1501802
26771404	Development of a Neutralizing Monoclonal Antibody Against Porcine EpidemicDiarrhea Virus S1 Protein.	2016 Feb	United States	10.1089/mab.2015.0049
26771383	Impact of Mated Female Nonproductive Days in Breeding Herd after Porcine EpidemicDiarrhea Virus Outbreak.	2016	United States	10.1371/journal.pone.0147316
26771312	Co-Circulation of Canine Coronavirus I and IIa/b with High Prevalence and GeneticDiversity in Heilongjiang Province, Northeast China.	2016	United States	10.1371/journal.pone.0146975
26757973	[Detection and clinical analysis of acute lower respiratory tract infection withhuman coronaviruses in children in Beijing area 2007-2015].	2015 Sep	China	
26757803	Crystal structure of the mouse hepatitis virus ns2 phosphodiesterase domain thatantagonizes RNase L activation.	2016 Apr	England	10.1099/jgv.0.000395
26754836	Case-control study of pathogens involved in piglet diarrhea.	2016 Jan 11	England	10.1186/s13104-015-1751-2
26748596	Production impact & time to stability in sow herds infected with porcine epidemicdiarrhea virus (PEDV).	2016 Jan 1	Netherlands	10.1016/j.prevetmed.2015.11.010
26746130	Epidemiology of human coronavirus NL63 infection among hospitalized patients withpneumonia in Taiwan.	2017 Dec	England	10.1016/j.jmii.2015.10.008
26743534	Genome sequencing and analysis of a novel recombinant porcine epidemic diarrheavirus strain from Henan, China.	2016 Feb	United States	10.1007/s11262-015-1254-1
26743315	Heterologous live infectious bronchitis virus vaccination in day-old commercialbroiler chicks: clinical signs, ciliary health, immune responses and protectionagainst variant infectious bronchitis viruses.	2016	England	10.1080/03079457.2015.1137866
26743151	Clinical Implications of 5 Cases of Middle East Respiratory Syndrome CoronavirusInfection in a South Korean Outbreak.	2016 Sep 21	Japan	10.7883/yoken.JJID.2015.445
26740705	Outbreak investigation of porcine epidemic diarrhea in swine in Ontario.	2016 Jan	Canada	
26740697	Factors associated with development of Canine Infectious Respiratory DiseaseComplex (CIRDC) in dogs in 5 Canadian small animal clinics.	2016 Jan	Canada	
26740631	Macro Domain from Middle East Respiratory Syndrome Coronavirus (MERS-CoV) Is anEfficient ADP-ribose Binding Module: CRYSTAL STRUCTURE AND BIOCHEMICAL STUDIES.	2016 Mar 4	United States	10.1074/jbc.M115.700542
26739051	Activation of RNase L by Murine Coronavirus in Myeloid Cells Is Dependent onBasal Oas Gene Expression and Independent of Virus-Induced Interferon.	2016 Jan 6	United States	10.1128/JVI.03036-15
26738820	Camels, MERS-CoV, and other emerging infections in east Africa.	2016 Jan	United States	10.1016/S1473-3099(15)00471-5
26738707	2015: review of the year.	2015 Dec 19	England	10.1016/S0140-6736(15)01288-X
26733065	Characterization of a Pathogenic Full-Length cDNA Clone and Transmission Modelfor Porcine Epidemic Diarrhea Virus Strain PC22A.	2016 Jan 5	United States	10.1128/mBio.01451-15
26732651	The recent ancestry of Middle East respiratory syndrome coronavirus in Korea hasbeen shaped by recombination.	2016 Jan 6	England	10.1038/srep18825
26726780	Middle East respiratory syndrome coronavirus infection: a short note on caseswith renal failure problem.	2016 Nov	England	10.3109/0886022X.2015.1128772
26725227	Lessons learned from new emerging infectious disease, Middle East RespiratorySyndrome coronavirus outbreak in Korea.	2015	Korea (South)	10.4178/epih/e2015051
26725225	Epidemiologic features of the first MERS outbreak in Korea: focus on PyeongtaekSt. Mary's Hospital.	2015	Korea (South)	10.4178/epih/e2015041
26724388	Value of Autopsy Emphasized in the Case Report of a Single Patient with MiddleEast Respiratory Syndrome.	2016 Mar	United States	10.1016/j.ajpath.2015.11.001
26724387	An Acute Immune Response to Middle East Respiratory Syndrome CoronavirusReplication Contributes to Viral Pathogenicity.	2016 Mar	United States	10.1016/j.ajpath.2015.10.025
26720790	Coronavirus NL63-induced Adult Respiratory Distress Syndrome.	2016 Jan 1	United States	10.1164/rccm.201506-1239LE
26719792	Phylogenetic investigation of enteric bovine coronavirus in Ireland revealspartitioning between European and global strains.	2015	Ireland	10.1186/s13620-015-0060-3
26719272	Isolation and Characterization of a Novel Bat Coronavirus Closely Related to theDirect Progenitor of Severe Acute Respiratory Syndrome Coronavirus.	2015 Dec 30	United States	10.1128/JVI.02582-15
26719167	MERS CoV: A trigger for healthcare transformation.	2016 Jan-Feb	England	10.1016/j.jiph.2015.11.001
28332641	The sample of choice for detecting Middle East respiratory syndrome coronavirusin asymptomatic dromedary camels using real-time reversetranscription polymerasechain reaction.	2016 Dec	France	10.20506/rst.35.3.2578
26714571	Pathosphere.org: pathogen detection and characterization through a web-based,open source informatics platform.	2015 Dec 29	England	10.1186/s12859-015-0840-5
26714539	[Epidemiological characteristics of Middle East Respiratory Syndrome outbreak inthe Republic of Korea, 2015].	2015 Aug	China	
26714525	[Middle East Respiratory Syndrome outbreak in Korea: The Heel of Achilles].	2015 Aug	China	
26714453	First detection, clinical presentation and phylogenetic characterization ofPorcine epidemic diarrhea virus in Austria.	2015 Dec 30	England	10.1186/s12917-015-0624-1
26713252	2015 Middle East Respiratory Syndrome Coronavirus (MERS-CoV) nosocomial outbreakin South Korea: insights from modeling.	2015	United States	10.7717/peerj.1505
26713056	Renal Complications and Their Prognosis in Korean Patients with Middle EastRespiratory Syndrome-Coronavirus from the Central MERS-CoV Designated Hospital.	2015 Dec	Korea (South)	10.3346/jkms.2015.30.12.1807
26712361	Molecular detection of bovine coronavirus in a diarrhea outbreak inpasture-feeding Nellore steers in southern Brazil.	2016 Mar	United States	10.1007/s11250-015-0975-4
26711302	Porcine epidemic diarrhea virus introduction into the United States: Root causeinvestigation.	2016 Jan 1	Netherlands	10.1016/j.prevetmed.2015.11.013
26711029	Porcine deltacoronavirus induces apoptosis in swine testicular and LLC porcinekidney cell lines in vitro but not in infected intestinal enterocytes in vivo.	2016	Netherlands	10.1016/j.vetmic.2015.10.022
26709512	A Porcine Epidemic Diarrhea Virus Outbreak in One Geographic Region of the UnitedStates: Descriptive Epidemiology and Investigation of the Possibility of AirborneVirus Spread.	2015	United States	10.1371/journal.pone.0144818
26709263	Survey of Clinical Laboratory Practices for 2015 Middle East Respiratory SyndromeCoronavirus Outbreak in the Republic of Korea.	2016 Mar	Korea (South)	10.3343/alm.2016.36.2.154
26702992	External quality assessment for the molecular detection of MERS-CoV in China.	2016 Feb	Netherlands	10.1016/j.jcv.2015.12.001
26701958	Detection of feline coronavirus spike gene mutations as a tool to diagnose felineinfectious peritonitis.	2017 Apr	England	10.1177/1098612X15623824
26701365	Acute Management and Long-Term Survival Among Subjects With Severe Middle EastRespiratory Syndrome Coronavirus Pneumonia and ARDS.	2016 Mar	United States	10.4187/respcare.04325
26701103	Multi-Organ Damage in Human Dipeptidyl Peptidase 4 Transgenic Mice Infected withMiddle East Respiratory Syndrome-Coronavirus.	2015	United States	10.1371/journal.pone.0145561
26700366	"Reply to ""Chest Radiographs of the Acute Middle East Respiratory SyndromeCoronavirus""."	2016 Jan	United States	10.2214/AJR.15.15361
26700365	Chest Radiographs of the Acute Middle East Respiratory Syndrome Coronavirus.	2016 Jan	United States	10.2214/AJR.15.15274
26699519	Evaluation of two real-time polymerase chain reaction assays for Porcine epidemicdiarrhea virus (PEDV) to assess PEDV transmission in growing pigs.	2016 Jan	United States	10.1177/1040638715621949
26698879	Antiviral Indolosesquiterpenoid Xiamycins C-E from a Halophilic Actinomycete.	2016 Jan 22	United States	10.1021/acs.jnatprod.5b00634
26695637	MERS coronavirus: diagnostics, epidemiology and transmission.	2015 Dec 22	England	10.1186/s12985-015-0439-5
26694452	Glucose-6-Phosphate Dehydrogenase Enhances Antiviral Response throughDownregulation of NADPH Sensor HSCARG and Upregulation of NF-kappaB Signaling.	2015 Dec 17	Switzerland	10.3390/v7122966
26694449	Potential Broad Spectrum Inhibitors of the Coronavirus 3CLpro: A VirtualScreening and Structure-Based Drug Design Study.	2015 Dec 15	Switzerland	10.3390/v7122963
26692185	Risk Factors for Primary Middle East Respiratory Syndrome Coronavirus Illness inHumans, Saudi Arabia, 2014.	2016 Jan	United States	10.3201/eid2201.151340
26692003	Multifacility Outbreak of Middle East Respiratory Syndrome in Taif, Saudi Arabia.	2016 Jan	United States	10.3201/eid2201.151370
26691874	Recent insights into the development of therapeutics against coronavirus diseasesby targeting N protein.	2016 Apr	England	10.1016/j.drudis.2015.11.015
26691200	Variations in Spike Glycoprotein Gene of MERS-CoV, South Korea, 2015.	2016 Jan	United States	10.3201/eid2201.151055
26690750	Modeling the Transmission of Middle East Respirator Syndrome Corona Virus in theRepublic of Korea.	2015	United States	10.1371/journal.pone.0144778
26690467	CDC42 Use in Viral Cell Entry Processes by RNA Viruses.	2015 Dec 10	Switzerland	10.3390/v7122955
26690369	Middle East respiratory syndrome coronavirus infection: virus-host cellinteractions and implications on pathogenesis.	2015 Dec 22	England	10.1186/s12985-015-0446-6
26690088	Coronaviruses: emerging and re-emerging pathogens in humans and animals.	2015 Dec 22	England	10.1186/s12985-015-0432-z
26689940	Bat origin of human coronaviruses.	2015 Dec 22	England	10.1186/s12985-015-0422-1
26689887	Surveillance for Coronaviruses in Bats, Lebanon and Egypt, 2013-2015.	2016 Jan	United States	10.3201/eid2201.151397
26689811	Porcine epidemic diarrhea virus: An emerging and re-emerging epizootic swinevirus.	2015 Dec 22	England	10.1186/s12985-015-0421-2
26689765	Objective Determination of End of MERS Outbreak, South Korea, 2015.	2016 Jan	United States	10.3201/eid2201.151383
26689738	Porcine Epidemic Diarrhea Virus and Discovery of a Recombinant Swine EntericCoronavirus, Italy.	2016 Jan	United States	10.3201/eid2201.150544
26687211	Infection control measures for the prevention of MERS coronavirus transmission inhealthcare settings.	2016	England	10.1586/14787210.2016.1135053
26683322	MERS-CoV geography and ecology in the Middle East: analyses of reported camelexposures and a preliminary risk map.	2015 Dec 18	England	10.1186/s13104-015-1789-1
26680169	INFECTIOUS DISEASE. Camel vaccine offers hope to stop MERS.	2015 Dec 18	United States	10.1126/science.350.6267.1453
26679803	Isolation and experimental inoculation of an S INDEL strain of porcine epidemicdiarrhea virus in Japan.	2015 Dec	England	10.1016/j.rvsc.2015.09.024
26679792	(+)-Catechin inhibition of transmissible gastroenteritis coronavirus in swinetesticular cells is involved its antioxidation.	2015 Dec	England	10.1016/j.rvsc.2015.09.009
26679623	Environmental Contamination and Viral Shedding in MERS Patients During MERS-CoVOutbreak in South Korea.	2016 Mar 15	United States	10.1093/cid/civ1020
26678878	An orthopoxvirus-based vaccine reduces virus excretion after MERS-CoV infectionin dromedary camels.	2016 Jan 1	United States	10.1126/science.aad1283
26678874	Co-circulation of three camel coronavirus species and recombination of MERS-CoVsin Saudi Arabia.	2016 Jan 1	United States	10.1126/science.aac8608
26678368	Systemic Coronaviral Disease in 5 Ferrets.	2015 Dec	United States	
26676788	Mouse Hepatitis Virus Infection Remodels Connexin43-Mediated Gap JunctionIntercellular Communication In Vitro and In Vivo.	2015 Dec 16	United States	10.1128/JVI.02420-15
26676406	Middle East respiratory syndrome coronavirus (MERS-CoV) in dromedary camels inNigeria, 2015.	2015	Sweden	10.2807/1560-7917.ES.2015.20.49.30086
26675666	Cellular peptidyl-prolyl cis/trans isomerase Pin1 facilitates replication offeline coronavirus.	2016 Feb	Netherlands	10.1016/j.antiviral.2015.11.013
26675017	[The middle east respiratory syndrome-we are concerned but no panic].	2015 Oct	China	
26668769	Sex matters - a preliminary analysis of Middle East respiratory syndrome in theRepublic of Korea, 2015.	2015 Jul-Sep	Philippines	10.5365/WPSAR.2015.6.3.002
26668760	Contact tracing the first Middle East respiratory syndrome case in thePhilippines, February 2015.	2015 Jul-Sep	Philippines	10.5365/WPSAR.2015.6.2.012
26668758	Middle East respiratory syndrome in the Republic of Korea: transparency andcommunication are key.	2015 Jul-Sep	Philippines	10.5365/WPSAR.2015.6.2.011
26667526	HEALTH-SCREENING PROTOCOLS FOR VINACEOUS AMAZONS (AMAZONA VINACEA) IN AREINTRODUCTION PROJECT.	2015 Dec	United States	10.1638/2013-0152.1
26667229	Evaluation of humoral immune status in porcine epidemic diarrhea virus (PEDV)infected sows under field conditions.	2015 Dec 14	England	10.1186/s13567-015-0285-x
26659864	Why We Should Care About Ebola in West Africa and Middle East RespiratorySyndrome in South Korea: Global Health Ethics and the Moral Insignificance ofProximity.	2015 Dec	Netherlands	10.1007/s11673-015-9677-x
26658006	Critical Assessment of the Important Residues Involved in the Dimerization andCatalysis of MERS Coronavirus Main Protease.	2015	United States	10.1371/journal.pone.0144865
26657632	Chemo-enzymatic synthesis of site-specific isotopically labeled nucleotides foruse in NMR resonance assignment, dynamics and structural characterizations.	2016 Apr 7	England	10.1093/nar/gkv1333
26656704	Porcine Epidemic Diarrhea Virus 3C-Like Protease Regulates Its InterferonAntagonism by Cleaving NEMO.	2016 Feb 15	United States	10.1128/JVI.02514-15
26656689	Crystal Structure of Feline Infectious Peritonitis Virus Main Protease in Complexwith Synergetic Dual Inhibitors.	2016 Feb 15	United States	10.1128/JVI.02685-15
26655241	Pathogenicity and tissue tropism of infectious bronchitis virus is associatedwith elevated apoptosis and innate immune responses.	2016 Jan 15	United States	10.1016/j.virol.2015.11.011
26652263	[MERS-CoV, transmission and the role of new host species].	2015 Oct-Dec	Argentina	10.1016/j.ram.2015.11.001
26647718	Spatiotemporal interplay of severe acute respiratory syndrome coronavirus andrespiratory mucosal cells drives viral dissemination in rhesus macaques.	2016 Jul	United States	10.1038/mi.2015.127
26641892	Epitope-Based Vaccine Target Screening against Highly Pathogenic MERS-CoV: An InSilico Approach Applied to Emerging Infectious Diseases.	2015	United States	10.1371/journal.pone.0144475
26641031	Assessment of the economic impacts of porcine epidemic diarrhea virus in theUnited States.	2015 Nov	United States	10.2527/jas.2015-9136
26639741	A New Measure for Assessing the Public Health Response to a Middle EastRespiratory Syndrome Coronavirus Outbreak.	2015 Nov	Korea (South)	10.3961/jpmph.15.069
26639740	Costly Lessons From the 2015 Middle East Respiratory Syndrome CoronavirusOutbreak in Korea.	2015 Nov	Korea (South)	10.3961/jpmph.15.064
26639739	Implementation of Quaternary Prevention in the Korean Healthcare System: LessonsFrom the 2015 Middle East Respiratory Syndrome Coronavirus Outbreak in theRepublic of Korea.	2015 Nov	Korea (South)	10.3961/jpmph.15.059
26639738	Structural Factors of the Middle East Respiratory Syndrome Coronavirus Outbreakas a Public Health Crisis in Korea and Future Response Strategies.	2015 Nov	Korea (South)	10.3961/jpmph.15.066
26637569	The role of viruses in the clinical presentation of chronic rhinosinusitis.	2015 Nov-Dec	United States	10.2500/ajra.2015.29.4242
26634531	A meta-analysis to evaluate the effectiveness of real-time PCR for diagnosingnovel coronavirus infections.	2015 Dec 2	Brazil	10.4238/2015.December.1.15
26633467	Alphacoronaviruses Detected in French Bats Are Phylogeographically Linked toCoronaviruses of European Bats.	2015 Dec 2	Switzerland	10.3390/v7122937
26632876	A phylogenetically distinct Middle East respiratory syndrome coronavirus detectedin a dromedary calf from a closed dairy herd in Dubai with rising seroprevalencewith age.	2015 Dec 2	United States	10.1038/emi.2015.74
26632875	Absence of Middle East respiratory syndrome coronavirus in Bactrian camels in theWest Inner Mongolia Autonomous Region of China: surveillance study results fromJuly 2015.	2015 Dec 2	United States	10.1038/emi.2015.73
26631542	Middle East respiratory syndrome coronavirus ORF4b protein inhibits type Iinterferon production through both cytoplasmic and nuclear targets.	2015 Dec 3	England	10.1038/srep17554
26630103	Middle East Respiratory Syndrome.	2015 Winter	United States	
26629927	Dynamics of avian coronavirus circulation in commercial and non-commercial birdsin Asia--a review.	2016	England	10.1080/01652176.2015.1126868
26629628	Cross-Protection by Infectious Bronchitis Viruses Under Controlled ExperimentalConditions.	2015 Dec	United States	10.1637/11231-070615-Reg.1
26629538	Recombinant Receptor Binding Domain Protein Induces Partial Protective Immunityin Rhesus Macaques Against Middle East Respiratory Syndrome CoronavirusChallenge.	2015 Oct	Netherlands	10.1016/j.ebiom.2015.08.031
26629514	MERS Vaccine Candidate Offers Promise, but Questions Remain.	2015 Oct	Netherlands	10.1016/j.ebiom.2015.09.037
26620841	Prediction and identification of novel IBV S1 protein derived CTL epitopes inchicken.	2016 Jan 12	Netherlands	10.1016/j.vaccine.2015.11.042
26618098	Feasibility, safety, clinical, and laboratory effects of convalescent plasmatherapy for patients with Middle East respiratory syndrome coronavirus infection:a study protocol.	2015	Switzerland	10.1186/s40064-015-1490-9
26616599	Altered pathogenicity of a tl/CH/LDT3/03 genotype infectious bronchitiscoronavirus due to natural recombination in the 5'- 17kb region of the genome.	2016 Feb 2	Netherlands	10.1016/j.virusres.2015.11.021
26616156	Development of a novel detection system for microbes from bovine diarrhea byreal-time PCR.	2016 Mar	Japan	10.1292/jvms.15-0552
26612863	A general strategy to inhibiting viral -1 frameshifting based on upstreamattenuation duplex formation.	2016 Jan 8	England	10.1093/nar/gkv1307
26612051	Identification of information types and sources by the public for promotingawareness of Middle East respiratory syndrome coronavirus in Saudi Arabia.	2016 Feb	England	10.1093/her/cyv061
26611909	Immunogenicity and antigenic relationships among spike proteins of porcineepidemic diarrhea virus subtypes G1 and G2.	2016 Mar	Austria	10.1007/s00705-015-2694-6
26611652	Characterization and evolution of porcine deltacoronavirus in the United States.	2016 Jan 1	Netherlands	10.1016/j.prevetmed.2015.11.001
26611651	Genomic and evolutionary inferences between American and global strains ofporcine epidemic diarrhea virus.	2016 Jan 1	Netherlands	10.1016/j.prevetmed.2015.10.020
26611202	Attenuation mechanism of virulent infectious bronchitis virus strain with QXgenotype by continuous passage in chicken embryos.	2016 Jan 2	Netherlands	10.1016/j.vaccine.2015.11.008
