PMID	title	date	location	doi
32053479	Risk for Transportation of 2019 Novel Coronavirus Disease from Wuhan to OtherCities in China.	2020 May 17	United States	10.3201/eid2605.200146
32053470	Time Course of Lung Changes On Chest CT During Recovery From 2019 NovelCoronavirus (COVID-19) Pneumonia.	2020 Feb 13	United States	20.1148/radiol.2020200370
32053437	Infections without borders: a new coronavirus in Wuhan, China.	2020 Feb 13	England	10.12968/bjon.2020.29.3.166
32053389	Straining the System: Novel Coronavirus (COVID-19) and Preparedness forConcomitant Disasters.	2020 Feb 13	United States	10.2105/AJPH.2020.305618
32053150	US Emergency Legal Responses to Novel Coronavirus: Balancing Public Health andCivil Liberties.	2020 Feb 13	United States	10.1001/jama.2020.2025
32053148	Three Emerging Coronaviruses in Two Decades.	2020 Feb 13	England	10.1093/ajcp/aqaa029
32052918	The 2019 Coronavirus: Learning Curves, Lessons, and the Weakest Link.	2020 Feb 13	England	10.1111/ijcp.13488
32052846	The reproductive number of COVID-19 is higher compared to SARS coronavirus.	2020 Feb 13	England	10.1093/jtm/taaa021
32052841	Isolation, quarantine, social distancing and community containment: pivotal rolefor old-style public health measures in the novel coronavirus (2019-nCoV)outbreak.	2020 Feb 13	England	10.1093/jtm/taaa020
32052514	The Covid-19 epidemic.	2020 Feb 12	England	10.1111/tmi.13383
32052466	Potential Interventions for Novel Coronavirus in China: A Systemic Review.	2020 Feb 13	United States	10.1002/jmv.25707
32052373	Practical recommendations for critical care and anesthesiology teams caring fornovel coronavirus (2019-nCoV) patients.	2020 Feb 12	United States	10.1007/s12630-020-01591-x
32052195	Development of an indirect ELISA for detecting porcine deltacoronavirus IgAantibodies.	2020 Feb 12	Austria	10.1007/s00705-020-04541-6
32051570	Novel coronavirus takes flight from bats?	2020 Feb 12	England	10.1038/s41579-020-0336-9
32051074	[Management plan for prevention and control of novel coronavirus pneumonia amongchildren in Xiangya Hospital of Central South University].	2020 Feb	China	
32051073	[Recommendation for the diagnosis and treatment of novel coronavirus infection inchildren in Hubei (Trial version 1)].	2020 Feb	China	
32051072	[Emergency response plan for the neonatal intensive care unit during epidemic of2019 novel coronavirus].	2020 Feb	China	
32051071	[Perinatal and neonatal management plan for prevention and control of 2019 novelcoronavirus infection (1st Edition)].	2020 Feb	China	
32050635	Potential Maternal and Infant Outcomes from (Wuhan) Coronavirus 2019-nCoVInfecting Pregnant Women: Lessons from SARS, MERS, and Other Human CoronavirusInfections.	2020 Feb 10	Switzerland	10.3390/v12020194
32050080	COVID-19, Australia: Epidemiology Report 2 (Reporting week ending 19:00 AEDT 8February 2020).	2020 Feb 12	Australia	10.33321/cdi.2020.44.14
32050060	Journey of a Thai Taxi Driver and Novel Coronavirus.	2020 Feb 12	United States	10.1056/NEJMc2001621
32049687	Overview of The 2019 Novel Coronavirus (2019-nCoV): The Pathogen of SevereSpecific Contagious Pneumonia (SSCP).	2020 Feb 11	Netherlands	10.1097/JCMA.0000000000000270
32049602	Pre- and Posttreatment Chest CT Findings: 2019 Novel Coronavirus (2019-nCoV)Pneumonia.	2020 Feb 12	United States	10.1148/radiol.2020200323
32049601	Chest CT for Typical 2019-nCoV Pneumonia: Relationship to Negative RT-PCRTesting.	2020 Feb 12	United States	10.1148/radiol.2020200343
32049600	Use of Chest CT in Combination with Negative RT-PCR Assay for the 2019 NovelCoronavirus but High Clinical Suspicion.	2020 Feb 12	United States	10.1148/radiol.2020200330
32049206	Synanthropic rodents as virus reservoirs and transmitters.	2020	Brazil	10.1590/0037-8682-0486-2019
32048891	Are we ready for the new fatal Coronavirus: scenario of Pakistan?	2020 Feb 12	United States	10.1080/21645515.2020.1724000
32048818	Novel coronavirus (SARS-CoV-2) epidemic: a veterinary perspective.	2020 Feb 12	Italy	10.12834/VetIt.2173.11599.1
32048815	Preliminary prediction of the basic reproduction number of the Wuhan novelcoronavirus 2019-nCoV.	2020 Feb 12	England	10.1111/jebm.12376
32048741	The progress of 2019 Novel Coronavirus (2019-nCoV) event in China.	2020 Feb 12	United States	10.1002/jmv.25705
32048740	Economic Impacts of Wuhan 2019-nCoV on China and the World.	2020 Feb 12	United States	10.1002/jmv.25706
32048560	The global spread of 2019-nCoV: a molecular evolutionary analysis.	2020 Feb 12	England	10.1080/20477724.2020.1725339
32048481	[NOVEL CORONAVIRUS THAT RECENTLY EMERGED IN CHINA].	2020 Feb	Israel	
32048160	Bat origin of a new human coronavirus: there and back again.	2020 Feb 9	China	10.1007/s11427-020-1645-7
32047895	Consistent detection of 2019 novel coronavirus in saliva.	2020 Feb 12	United States	10.1093/cid/ciaa149
32047315	Coronavirus: hospitals must learn from past pandemics.	2020 Feb	England	10.1038/d41586-020-00354-4
32047314	As coronavirus spreads, the time to think about the next epidemic is now.	2020 Feb	England	10.1038/d41586-020-00379-9
32047312	Coronavirus: why a permanent ban on wildlife trade might not work in China.	2020 Feb	England	10.1038/d41586-020-00377-x
32047128	Distinct Roles for Sialoside and Protein Receptors in Coronavirus Infection.	2020 Feb 11	United States	10.1128/mBio.02764-19
32046819	Incubation period of 2019 novel coronavirus (2019-nCoV) infections amongtravellers from Wuhan, China, 20-28 January 2020.	2020 Feb	Sweden	10.2807/1560-7917.ES.2020.25.5.2000062
32046816	Effectiveness of airport screening at detecting travellers infected with novelcoronavirus (2019-nCoV).	2020 Feb	Sweden	10.2807/1560-7917.ES.2020.25.5.2000080
32046815	Laboratory readiness and response for novel coronavirus (2019-nCoV) in expertlaboratories in 30 EU/EEA countries, January 2020.	2020 Feb 13	Sweden	10.2807/1560-7917.ES.2020.25.6.2000082
32046814	Epidemiological research priorities for public health control of the ongoingglobal novel coronavirus (2019-nCoV) outbreak.	2020 Feb 13	Sweden	10.2807/1560-7917.ES.2020.25.6.2000110
32046137	Estimation of the Transmission Risk of the 2019-nCoV and Its Implication forPublic Health Interventions.	2020 Feb 7	Switzerland	10.3390/jcm9020462
32045966	[First case of severe childhood novel coronavirus pneumonia in China].	2020 Feb 11	China	10.3760/cma.j.issn.0578-1310.2020.0005
32045235	Alpha-ketoamides as broad-spectrum inhibitors of coronavirus and enterovirusreplication Structure-based design, synthesis, and activity assessment.	2020 Feb 11	United States	10.1021/acs.jmedchem.9b01828
32044915	Preparation for Possible Sustained Transmission of 2019 Novel Coronavirus:Lessons From Previous Epidemics.	2020 Feb 11	United States	10.1001/jama.2020.1960
32044814	Clinical characteristics of novel coronavirus cases in tertiary hospitals inHubei Province.	2020 Feb 7	China	10.1097/CM9.0000000000000744
32044389	Going global - Travel and the 2019 novel coronavirus.	2020 Feb 8	Netherlands	10.1016/j.tmaid.2020.101578
32044388	Coronavirus 2019-nCoV: Is the genie already out of the bottle?	2020 Feb 7	Netherlands	10.1016/j.tmaid.2020.101577
32044387	Maps, masks and media - Traveller and practitioner resources for 2019 novelcoronavirus (2019-nCoV) acute respiratory virus.	2020 Feb 7	Netherlands	10.1016/j.tmaid.2020.101574
32044122	Strengthening ICU health security for a coronavirus epidemic.	2020 Feb 7	Netherlands	10.1016/j.iccn.2020.102812
32043985	Australian Government releases face masks to protect against coronavirus.	2020 Feb 7	England	10.1016/S2213-2600(20)30064-3
32043979	Game consumption and the 2019 novel coronavirus.	2020 Feb 7	United States	10.1016/S1473-3099(20)30063-3
32043976	A contingency plan for the management of the 2019 novel coronavirus outbreak inneonatal intensive care units.	2020 Feb 7	England	10.1016/S2352-4642(20)30040-7
32043842	[2019-novel coronavirus infection in a three-month-old baby].	2020 Feb 11	China	10.3760/cma.j.issn.0578-1310.2020.0006
32042254	Identifying factors and target preventive therapies for Middle East RespiratorySyndrome sucsibtable patients.	2020 Feb	Saudi Arabia	10.1016/j.jsps.2019.11.016
32041792	"Coronavirus: NHS staff get power to keep patients in isolation as UK declares""serious threat""."	2020 Feb 10	England	10.1136/bmj.m550
32041691	"Coronavirus: global stocks of protective gear are depleted, with demand at ""100times"" normal level, WHO warns."	2020 Feb 10	England	10.1136/bmj.m543
32041103	Genomic Characterization and Phylogenetic Classification of Bovine CoronavirusesThrough Whole Genome Sequence Analysis.	2020 Feb 6	Switzerland	10.3390/v12020183
32040985	[Be alert to superposed effect of seasonal influenza while fighting against novelcoronavirus pneumonia].	2020 Feb 11	China	10.3760/cma.j.issn.0253-9624.2020.0002
32040667	Critical care management of adults with community-acquired severe respiratoryviral infection.	2020 Feb 10	United States	10.1007/s00134-020-05943-5
32040506	Host factor prioritization for pan-viral genetic perturbation screens usingrandom intercept models and network propagation.	2020 Feb 10	United States	10.1371/journal.pcbi.1007587
32040190	A qualitative study of zoonotic risk factors among rural communities in southernChina.	2020 Feb 12	England	10.1093/inthealth/ihaa001
32038538	Transmissible Gastroenteritis Virus Infection Up-Regulates FcRn Expression viaNucleocapsid Protein and Secretion of TGF-beta in Porcine Intestinal EpithelialCells.	2019	Switzerland	10.3389/fmicb.2019.03085
32038520	Regulation of the ER Stress Response by the Ion Channel Activity of theInfectious Bronchitis Coronavirus Envelope Protein Modulates Virion Release,Apoptosis, Viral Fitness, and Pathogenesis.	2019	Switzerland	10.3389/fmicb.2019.03022
32037473	New coronavirus: new challenges for pediatricians.	2020 Feb 10	Switzerland	10.1007/s12519-020-00346-4
32037447	Griffithsin Inhibits Nipah Virus Entry and Fusion and Can Protect Syrian GoldenHamsters From Lethal Nipah Virus Challenge.	2020 Feb 10	United States	10.1093/infdis/jiz630
32037389	Clinical characteristics and therapeutic procedure for four cases with 2019 novelcoronavirus pneumonia receiving combined Chinese and Western medicine treatment.	2020 Feb 9	Japan	10.5582/bst.2020.01030
32036774	Emerging novel Coronavirus (2019-nCoV) - Current scenario, evolutionaryperspective based on genome analysis and recent developments.	2020 Feb 8	England	10.1080/01652176.2020.1727993
32036640	[Ten hot issues of breast cancer under the novel coronavirus].	2020 Feb 10	China	10.0376/cma.j.issn.0376-2491.2020.0002
32036011	Coronavirus infections reported by ProMED, February 2000-January 2020.	2020 Feb 6	Netherlands	10.1016/j.tmaid.2020.101575
32035997	Persistence of coronaviruses on inanimate surfaces and its inactivation withbiocidal agents.	2020 Feb 6	England	10.1016/j.jhin.2020.01.022
32035538	What next for the coronavirus response?	2020 Feb 8	England	10.1016/S0140-6736(20)30292-0
32035509	Coronavirus epidemic: preparing for extracorporeal organ support in intensivecare.	2020 Feb 6	England	10.1016/S2213-2600(20)30060-6
32035431	Epidemiologic characteristics of early cases with 2019 novel coronavirus(2019-nCoV) disease in Republic of Korea.	2020 Feb 9	Korea (South)	10.4178/epih.e2020007
32035430	[Recommendations on extracorporeal life support for critically ill patients withnovel coronavirus pneumonia].	2020 Feb 9	China	10.3760/cma.j.issn.1001-0939.2020.0009
32035429	[Recommendations for the diagnosis, prevention and control of the 2019 novelcoronavirus infection in children (first interim edition)].	2020 Feb 9	China	10.3760/cma.j.issn.0578-1310.2020.0004
32035428	[Suggestions for disinfection of ophthalmic examination equipment and protectionof ophthalmologist against 2019 novel coronavirus infection].	2020 Feb 9	China	10.3760/cma.j.issn.0412-4081.2020.0001
32035270	Fatal human coronavirus 229E (HCoV 229E) and RSV-Related pneumonia in an AIDSpatient from Colombia.	2020 Feb 5	Netherlands	10.1016/j.tmaid.2020.101573
32035030	The mental health of medical workers in Wuhan, China dealing with the 2019 novelcoronavirus.	2020 Feb 5	England	10.1016/S2215-0366(20)30047-X
32035028	Genome Composition and Divergence of the Novel Coronavirus (2019-nCoV)Originating in China.	2020 Feb 7	United States	10.1016/j.chom.2020.02.001
32034840	Public responses to the novel 2019 coronavirus (2019-nCoV) in Japan: mentalhealth consequences and target populations.	2020 Feb 8	Australia	10.1111/pcn.12988
32034659	Diagnosis, treatment, and prevention of 2019 novel coronavirus infection inchildren: experts' consensus statement.	2020 Feb 7	Switzerland	10.1007/s12519-020-00343-7
32033967	In Beijing, coronavirus 2019-nCoV has created a siege mentality.	2020 Feb 7	England	10.1136/bmj.m516
32033844	Respiratory viral infection in lung transplantation induces exosomes that triggerchronic rejection.	2020 Jan 21	United States	10.1016/j.healun.2019.12.009
32033514	[Expert consensus for bronchoscopy during the epidemic of 2019 Novel Coronavirusinfection (Trial version)].	2020 Feb 8	China	10.3760/cma.j.issn.1001-0939.2020.0006
32033513	"[Interpretation of ""Guidelines for the Diagnosis and Treatment of NovelCoronavirus (2019-nCoV) Infection by the National Health Commission (TrialVersion 5)""]."	2020 Feb 7	China	10.3760/cma.j.issn.0376-2491.2020.0001
32033064	The Rate of Underascertainment of Novel Coronavirus (2019-nCoV) Infection:Estimation Using Japanese Passengers Data on Evacuation Flights.	2020 Feb 4	Switzerland	10.3390/jcm9020419
32032682	Pathogenicity and Transmissibility of 2019-nCoV-A Quick Overview and Comparisonwith Other Emerging Viruses.	2020 Feb 4	France	10.1016/j.micinf.2020.01.004
32032614	Novel coronavirus is putting the whole world on alert.	2020 Feb 4	England	10.1016/j.jhin.2020.01.019
32032543	Timely mental health care for the 2019 novel coronavirus outbreak is urgentlyneeded.	2020 Feb 4	England	10.1016/S2215-0366(20)30046-8
32032497	Evolution of CT Manifestations in a Patient Recovered from 2019 Novel Coronavirus(2019-nCoV) Pneumonia in Wuhan, China.	2020 Feb 7	United States	10.1148/radiol.2020200269
32031590	Racing towards the development of diagnostics for a novel coronavirus(2019-nCoV).	2020 Feb 7	England	10.1093/clinchem/hvaa038
32031583	Molecular Diagnosis of a Novel Coronavirus (2019-nCoV) Causing an Outbreak ofPneumonia.	2020 Jan 31	England	10.1093/clinchem/hvaa029
32031570	Clinical Characteristics of 138 Hospitalized Patients With 2019 NovelCoronavirus-Infected Pneumonia in Wuhan, China.	2020 Feb 7	United States	10.1001/jama.2020.1585
32031568	Epidemiologic and Clinical Characteristics of Novel Coronavirus InfectionsInvolving 13 Patients Outside Wuhan, China.	2020 Feb 7	United States	10.1001/jama.2020.1623
32031481	CT Manifestations of Two Cases of 2019 Novel Coronavirus (2019-nCoV) Pneumonia.	2020 Feb 7	United States	10.1148/radiol.2020200280
32031264	Evolving status of the 2019 novel coronavirus Infection: proposal of conventionalserologic assays for disease diagnosis and infection monitoring[Commentary/Review].	2020 Feb 7	United States	10.1002/jmv.25702
32031234	2019-novel Coronavirus (2019-nCoV): estimating the case fatality rate - a word ofcaution.	2020 Jan 27	Switzerland	10.4414/smw.2020.20203
32030926	The Outbreak Cases with the Novel Coronavirus Suggest Upgraded Quarantine andIsolation in Korea.	2020 Feb 10	Korea (South)	10.3346/jkms.2020.35.e62
32030925	The First Case of 2019 Novel Coronavirus Pneumonia Imported into Korea fromWuhan, China: Implication for Infection Prevention and Control Measures.	2020 Feb 10	Korea (South)	10.3346/jkms.2020.35.e61
32029919	Revisiting the dangers of the coronavirus in the ophthalmology practice.	2020 Feb 6	England	10.1038/s41433-020-0790-7
32029660	China bans sale of wildlife following coronavirus.	2020 Feb 8	England	10.1136/vr.m495
32029435	Coronavirus: doctor who faced backlash from police after warning of outbreakdies.	2020 Feb 6	England	10.1136/bmj.m528
32029004	A rapid advice guideline for the diagnosis and treatment of 2019 novelcoronavirus (2019-nCoV) infected pneumonia (standard version).	2020 Feb 6	England	10.1186/s40779-020-0233-6
32028773	Fighting the novel coronavirus: the publication of the Chinese expert consensuson the perinatal and neonatal management for the prevention and control of the2019 novel coronavirus infection (First edition).	2020 Feb 7	China	10.21037/apm.2020.02.02
32027848	Coronavirus in China.	2020 Feb 3	England	10.1016/S2213-2600(20)30056-4
32027812	2019-nCoV acute respiratory disease, Australia: Epidemiology Report 1 (Reportingweek 26 January - 1 February 2020).	2020 Feb 6	Australia	10.33321/cdi.2020.44.13
32027687	Prevalence and contribution of respiratory viruses in the community to rates ofemergency department visits and hospitalizations with respiratory tractinfections, chronic obstructive pulmonary disease and asthma.	2020	United States	10.1371/journal.pone.0228544
32027631	Initial Public Health Response and Interim Clinical Guidance for the 2019 NovelCoronavirus Outbreak - United States, December 31, 2019-February 4, 2020.	2020 Feb 7	United States	10.15585/mmwr.mm6905e1
32027573	Emerging Coronavirus 2019-nCoV Pneumonia.	2020 Feb 6	United States	10.1148/radiol.2020200274
32027036	Genomic variance of the 2019-nCoV coronavirus.	2020 Feb 6	United States	10.1002/jmv.25700
32026672	[Urgent research agenda for the novel coronavirus epidemic: transmission andnon-pharmaceutical mitigation strategies].	2020 Feb 6	China	10.3760/cma.j.issn.0254-6450.2020.02.001
32026671	[Analysis of clinical features of 29 patients with 2019 novel coronaviruspneumonia].	2020 Feb 6	China	10.3760/cma.j.issn.1001-0939.2020.0005
32026148	Diagnosis and treatment recommendations for pediatric respiratory infectioncaused by the 2019 novel coronavirus.	2020 Feb 5	Switzerland	10.1007/s12519-020-00345-5
32026147	Diagnosis and treatment of 2019 novel coronavirus infection in children: apressing issue.	2020 Feb 5	Switzerland	10.1007/s12519-020-00344-6
32025807	miRNA repertoire and host immune factor regulation upon avian coronavirusinfection in eggs.	2020 Feb 6	Austria	10.1007/s00705-020-04527-4
32025779	Novel coronavirus infection during the 2019-2020 epidemic: preparing intensivecare units-the experience in Sichuan Province, China.	2020 Feb 5	United States	10.1007/s00134-020-05954-2
32024976	A novel coronavirus (2019-nCoV) causing pneumonia-associated respiratorysyndrome.	2020 Feb 5	China	10.1038/s41423-020-0372-4
32024636	Novel coronavirus: Australian GPs raise concerns about shortage of face masks.	2020 Feb 5	England	10.1136/bmj.m477
32024634	"China coronavirus should be on ""everybody's agenda,"" says vaccine expert."	2020 Feb 5	England	10.1136/bmj.m476
32024089	Estimating the Unreported Number of Novel Coronavirus (2019-nCoV) Cases in Chinain the First Half of January 2020: A Data-Driven Modelling Analysis of the EarlyOutbreak.	2020 Feb 1	Switzerland	10.3390/jcm9020388
32023775	An interim review of the epidemiological characteristics of 2019 novelcoronavirus.	2020	Korea (South)	10.4178/epih.e2020006
32023687	[Pulmonary rehabilitation guidelines in the principle of 4S for patients infectedwith 2019 novel coronavirus (2019-nCoV)].	2020 Feb 5	China	10.3760/cma.j.issn.1001-0939.2020.0004
32023686	[Early detection and disease assessment of patients with novel coronaviruspneumonia].	2020 Feb 5	China	10.3760/cma.j.issn.1001-0939.2020.0003
32023685	[Potential antiviral therapeutics for 2019 Novel Coronavirus].	2020 Feb 5	China	10.3760/cma.j.issn.1001-0939.2020.0002
32023684	[Efficient management of novel coronavirus pneumonia by efficient prevention andcontrol in scientific manner].	2020 Feb 5	China	10.3760/cma.j.issn.1001-0939.2020.0001
32023683	[Prevention and control program on 2019 novel coronavirus infection in Children'sdigestive endoscopy center].	2020 Feb 5	China	10.3760/cma.j.issn.0578-1310.2020.0003
32023682	[2019-nCoV: new challenges from coronavirus].	2020 Feb 3	China	10.3760/cma.j.issn.0253-9624.2020.0001
32023681	[Diagnosis and clinical management of 2019 novel coronavirus infection: anoperational recommendation of Peking Union Medical College Hospital (V2.0)].	2020 Feb 4	China	10.3760/cma.j.issn.0578-1426.2020.03.003
32023680	[Suggestions for prevention of 2019 novel coronavirus infection in otolaryngologyhead and neck surgery medical staff].	2020 Feb 2	China	10.3760/cma.j.issn.1673-0860.2020.0001
32023679	[First case of 2019 novel coronavirus infection in children in Shanghai].	2020 Feb 4	China	10.3760/cma.j.issn.0578-1310.2020.0002
32023678	[Facing the pandemic of 2019 novel coronavirus infections: the pediatricperspectives].	2020 Feb 2	China	10.3760/cma.j.issn.0578-1310.2020.0001
32023427	The 2019 Novel Coronavirus (2019-nCoV): Novel Virus, Old Challenges.	2020 Feb 5	Portugal	10.20344/amp.13547
32023340	Reporting, Epidemic Growth, and Reproduction Numbers for the 2019 NovelCoronavirus (2019-nCoV) Epidemic.	2020 Feb 5	United States	10.7326/M20-0358
32022836	2019 Novel Coronavirus-Important Information for Clinicians.	2020 Feb 5	United States	10.1001/jama.2020.1490
32022276	Immunoinformatics-aided identification of T cell and B cell epitopes in thesurface glycoprotein of 2019-nCoV.	2020 Feb 5	United States	10.1002/jmv.25698
32022275	The first two cases of 2019-nCoV in Italy: Where they come from?	2020 Feb 5	United States	10.1002/jmv.25699
32020915	The Novel Coronavirus: A Bird's Eye View.	2020 Feb 5	Iran	10.15171/ijoem.2020.1921
32020836	RNA based mNGS approach identifies a novel human coronavirus from two individualpneumonia cases in 2019 Wuhan outbreak.	2020 Dec	United States	10.1080/22221751.2020.1725399
32020374	The Role of Augmented Intelligence (AI) in Detecting and Preventing the Spread ofNovel Coronavirus.	2020 Feb 4	United States	10.1007/s10916-020-1536-6
32020126	Calling all coronavirus researchers: keep sharing, stay open.	2020 Feb	England	10.1038/d41586-020-00307-x
32020116	China coronavirus: labs worldwide scramble to analyse live samples.	2020 Feb	England	10.1038/d41586-020-00262-7
32020111	Coronavirus outbreak: what's next?	2020 Feb	England	10.1038/d41586-020-00236-9
32020029	Remdesivir and chloroquine effectively inhibit the recently emerged novelcoronavirus (2019-nCoV) in vitro.	2020 Feb 4	England	10.1038/s41422-020-0282-0
32019754	China coronavirus: Hong Kong health staff strike to demand border closure as cityrecords first death.	2020 Feb 4	England	10.1136/bmj.m454
32019669	Pattern of early human-to-human transmission of Wuhan 2019 novel coronavirus(2019-nCoV), December 2019 to January 2020.	2020 Jan	Sweden	10.2807/1560-7917.ES.2020.25.4.2000058
32019667	Novel coronavirus (2019-nCoV) early-stage importation risk to Europe, January2020.	2020 Jan	Sweden	10.2807/1560-7917.ES.2020.25.4.2000057
32019636	Note from the editors: World Health Organization declares novel coronavirus(2019-nCoV) sixth public health emergency of international concern.	2020 Feb	Sweden	10.2807/1560-7917.ES.2020.25.5.200131e
32019614	SARS to novel coronavirus - old lessons and new lessons.	2020 Feb 5	England	10.1017/S0950268820000254
32017984	Measures for diagnosing and treating infections by a novel coronavirusresponsible for a pneumonia outbreak originating in Wuhan, China.	2020 Feb 1	France	10.1016/j.micinf.2020.01.003
32017662	Chest CT Findings in 2019 Novel Coronavirus (2019-nCoV) Infections from Wuhan,China: Key Points for the Radiologist.	2020 Feb 4	United States	10.1148/radiol.2020200241
32017661	CT Imaging Features of 2019 Novel Coronavirus (2019-nCoV).	2020 Feb 4	United States	10.1148/radiol.2020200230
32017270	Dynamics of transmissible gastroenteritis virus internalization unraveled bysingle-virus tracking in live cells.	2020 Feb 4	United States	10.1096/fj.201902455R
32017153	Updates on Wuhan 2019 novel coronavirus epidemic.	2020 Feb 4	United States	10.1002/jmv.25695
32015560	Communication, collaboration and cooperation can stop the 2019 coronavirus.	2020 Feb	United States	10.1038/s41591-020-0775-x
32015508	A new coronavirus associated with human respiratory disease in China.	2020 Feb 3	England	10.1038/s41586-020-2008-3
32015507	A pneumonia outbreak associated with a new coronavirus of probable bat origin.	2020 Feb 3	England	10.1038/s41586-020-2012-7
32014632	Camelid type I interferons: Identification and functional characterization ofinterferon alpha from the dromedary camel (Camelus dromedarius).	2020 Jan 31	England	10.1016/j.molimm.2020.01.020
